QUERY_ID,RANK,DOC_ID,ENGINE
1,1,34233,SentenceTransformerS
1,2,42166,SentenceTransformerS
1,3,20870,SentenceTransformerS
1,4,18324,SentenceTransformerS
1,5,21901,SentenceTransformerS
1,6,21225,SentenceTransformerS
1,7,34126,SentenceTransformerS
1,8,17236,SentenceTransformerS
1,9,22146,SentenceTransformerS
1,10,20969,SentenceTransformerS
1,11,22794,SentenceTransformerS
1,12,20592,SentenceTransformerS
1,13,21285,SentenceTransformerS
1,14,33932,SentenceTransformerS
1,15,22795,SentenceTransformerS
1,16,33041,SentenceTransformerS
1,17,28937,SentenceTransformerS
1,18,22208,SentenceTransformerS
1,19,33038,SentenceTransformerS
1,20,15740,SentenceTransformerS
1,21,21103,SentenceTransformerS
1,22,53641,SentenceTransformerS
1,23,15211,SentenceTransformerS
1,24,21858,SentenceTransformerS
1,25,22773,SentenceTransformerS
1,26,31601,SentenceTransformerS
1,27,21207,SentenceTransformerS
1,28,3225,SentenceTransformerS
1,29,13702,SentenceTransformerS
1,30,18197,SentenceTransformerS
1,31,22119,SentenceTransformerS
1,32,33059,SentenceTransformerS
1,33,31652,SentenceTransformerS
1,34,31626,SentenceTransformerS
1,35,20970,SentenceTransformerS
1,36,20971,SentenceTransformerS
1,37,17578,SentenceTransformerS
1,38,14241,SentenceTransformerS
1,39,32937,SentenceTransformerS
1,40,20586,SentenceTransformerS
1,41,51881,SentenceTransformerS
1,42,32994,SentenceTransformerS
1,43,32693,SentenceTransformerS
1,44,17021,SentenceTransformerS
1,45,22158,SentenceTransformerS
1,46,22816,SentenceTransformerS
1,47,20869,SentenceTransformerS
1,48,16891,SentenceTransformerS
1,49,16923,SentenceTransformerS
1,50,33802,SentenceTransformerS
1,51,21064,SentenceTransformerS
1,52,15669,SentenceTransformerS
1,53,33953,SentenceTransformerS
1,54,36008,SentenceTransformerS
1,55,14522,SentenceTransformerS
1,56,22131,SentenceTransformerS
1,57,21152,SentenceTransformerS
1,58,21135,SentenceTransformerS
1,59,32591,SentenceTransformerS
1,60,31581,SentenceTransformerS
1,61,21229,SentenceTransformerS
1,62,32995,SentenceTransformerS
1,63,43524,SentenceTransformerS
1,64,29011,SentenceTransformerS
1,65,19411,SentenceTransformerS
1,66,21226,SentenceTransformerS
1,67,23056,SentenceTransformerS
1,68,16229,SentenceTransformerS
1,69,1986,SentenceTransformerS
1,70,33886,SentenceTransformerS
1,71,21051,SentenceTransformerS
1,72,31533,SentenceTransformerS
1,73,65189,SentenceTransformerS
1,74,31273,SentenceTransformerS
1,75,31727,SentenceTransformerS
1,76,32936,SentenceTransformerS
1,77,35553,SentenceTransformerS
1,78,21814,SentenceTransformerS
1,79,14781,SentenceTransformerS
1,80,39688,SentenceTransformerS
1,81,20956,SentenceTransformerS
1,82,14571,SentenceTransformerS
1,83,16908,SentenceTransformerS
1,84,21274,SentenceTransformerS
1,85,20887,SentenceTransformerS
1,86,20890,SentenceTransformerS
1,87,33073,SentenceTransformerS
1,88,21290,SentenceTransformerS
1,89,33937,SentenceTransformerS
1,90,20538,SentenceTransformerS
1,91,21072,SentenceTransformerS
1,92,133563,SentenceTransformerS
1,93,18363,SentenceTransformerS
1,94,22836,SentenceTransformerS
1,95,21939,SentenceTransformerS
1,96,59438,SentenceTransformerS
1,97,52875,SentenceTransformerS
1,98,31628,SentenceTransformerS
1,99,17071,SentenceTransformerS
1,100,15885,SentenceTransformerS
1,101,129357,SentenceTransformerS
1,102,19386,SentenceTransformerS
1,103,143246,SentenceTransformerS
1,104,18351,SentenceTransformerS
1,105,31505,SentenceTransformerS
1,106,17377,SentenceTransformerS
1,107,15180,SentenceTransformerS
1,108,31363,SentenceTransformerS
1,109,33177,SentenceTransformerS
1,110,40081,SentenceTransformerS
1,111,31651,SentenceTransformerS
1,112,51078,SentenceTransformerS
1,113,13563,SentenceTransformerS
1,114,32926,SentenceTransformerS
1,115,31534,SentenceTransformerS
1,116,33055,SentenceTransformerS
1,117,2966,SentenceTransformerS
1,118,47354,SentenceTransformerS
1,119,150309,SentenceTransformerS
1,120,74542,SentenceTransformerS
1,121,112817,SentenceTransformerS
1,122,14817,SentenceTransformerS
1,123,20506,SentenceTransformerS
1,124,31653,SentenceTransformerS
1,125,33308,SentenceTransformerS
1,126,22102,SentenceTransformerS
1,127,20985,SentenceTransformerS
1,128,34317,SentenceTransformerS
1,129,21845,SentenceTransformerS
1,130,18364,SentenceTransformerS
1,131,104797,SentenceTransformerS
1,132,21822,SentenceTransformerS
1,133,47161,SentenceTransformerS
1,134,9751,SentenceTransformerS
1,135,21885,SentenceTransformerS
1,136,112392,SentenceTransformerS
1,137,32571,SentenceTransformerS
1,138,33062,SentenceTransformerS
1,139,18894,SentenceTransformerS
1,140,124534,SentenceTransformerS
1,141,21031,SentenceTransformerS
1,142,82601,SentenceTransformerS
1,143,96736,SentenceTransformerS
1,144,73177,SentenceTransformerS
1,145,28936,SentenceTransformerS
1,146,20881,SentenceTransformerS
1,147,22167,SentenceTransformerS
1,148,13645,SentenceTransformerS
1,149,18918,SentenceTransformerS
1,150,34322,SentenceTransformerS
1,151,17048,SentenceTransformerS
1,152,28139,SentenceTransformerS
1,153,33786,SentenceTransformerS
1,154,34133,SentenceTransformerS
1,155,22780,SentenceTransformerS
1,156,16955,SentenceTransformerS
1,157,22817,SentenceTransformerS
1,158,13172,SentenceTransformerS
1,159,21898,SentenceTransformerS
1,160,22823,SentenceTransformerS
1,161,29404,SentenceTransformerS
1,162,21194,SentenceTransformerS
1,163,95843,SentenceTransformerS
1,164,32606,SentenceTransformerS
1,165,21891,SentenceTransformerS
1,166,64954,SentenceTransformerS
1,167,32662,SentenceTransformerS
1,168,20989,SentenceTransformerS
1,169,22205,SentenceTransformerS
1,170,22776,SentenceTransformerS
1,171,33060,SentenceTransformerS
1,172,17885,SentenceTransformerS
1,173,22775,SentenceTransformerS
1,174,18071,SentenceTransformerS
1,175,21839,SentenceTransformerS
1,176,22814,SentenceTransformerS
1,177,20625,SentenceTransformerS
1,178,22168,SentenceTransformerS
1,179,18400,SentenceTransformerS
1,180,20905,SentenceTransformerS
1,181,31526,SentenceTransformerS
1,182,31275,SentenceTransformerS
1,183,11630,SentenceTransformerS
1,184,50597,SentenceTransformerS
1,185,22151,SentenceTransformerS
1,186,18242,SentenceTransformerS
1,187,32997,SentenceTransformerS
1,188,16862,SentenceTransformerS
1,189,20885,SentenceTransformerS
1,190,22792,SentenceTransformerS
1,191,34208,SentenceTransformerS
1,192,22152,SentenceTransformerS
1,193,31197,SentenceTransformerS
1,194,20509,SentenceTransformerS
1,195,70421,SentenceTransformerS
1,196,21813,SentenceTransformerS
1,197,21046,SentenceTransformerS
1,198,32923,SentenceTransformerS
1,199,14527,SentenceTransformerS
1,200,20986,SentenceTransformerS
1,201,20917,SentenceTransformerS
1,202,21923,SentenceTransformerS
1,203,22782,SentenceTransformerS
1,204,15748,SentenceTransformerS
1,205,28946,SentenceTransformerS
1,206,33066,SentenceTransformerS
1,207,33936,SentenceTransformerS
1,208,31631,SentenceTransformerS
1,209,34142,SentenceTransformerS
1,210,22190,SentenceTransformerS
1,211,14911,SentenceTransformerS
1,212,33924,SentenceTransformerS
1,213,21121,SentenceTransformerS
1,214,34117,SentenceTransformerS
1,215,39450,SentenceTransformerS
1,216,21107,SentenceTransformerS
1,217,34323,SentenceTransformerS
1,218,19736,SentenceTransformerS
1,219,33016,SentenceTransformerS
1,220,18218,SentenceTransformerS
1,221,33884,SentenceTransformerS
1,222,61788,SentenceTransformerS
1,223,20871,SentenceTransformerS
1,224,31122,SentenceTransformerS
1,225,61415,SentenceTransformerS
1,226,52040,SentenceTransformerS
1,227,22832,SentenceTransformerS
1,228,32964,SentenceTransformerS
1,229,16925,SentenceTransformerS
1,230,17227,SentenceTransformerS
1,231,21922,SentenceTransformerS
1,232,9344,SentenceTransformerS
1,233,31665,SentenceTransformerS
1,234,48703,SentenceTransformerS
1,235,31669,SentenceTransformerS
1,236,34110,SentenceTransformerS
1,237,13113,SentenceTransformerS
1,238,13605,SentenceTransformerS
1,239,18194,SentenceTransformerS
1,240,17127,SentenceTransformerS
1,241,18293,SentenceTransformerS
1,242,55607,SentenceTransformerS
1,243,42972,SentenceTransformerS
1,244,72884,SentenceTransformerS
1,245,32615,SentenceTransformerS
1,246,37613,SentenceTransformerS
1,247,28945,SentenceTransformerS
1,248,14526,SentenceTransformerS
1,249,62306,SentenceTransformerS
1,250,20522,SentenceTransformerS
1,251,18942,SentenceTransformerS
1,252,33082,SentenceTransformerS
1,253,14935,SentenceTransformerS
1,254,18404,SentenceTransformerS
1,255,21292,SentenceTransformerS
1,256,30296,SentenceTransformerS
1,257,21857,SentenceTransformerS
1,258,29393,SentenceTransformerS
1,259,118913,SentenceTransformerS
1,260,20484,SentenceTransformerS
1,261,22837,SentenceTransformerS
1,262,20557,SentenceTransformerS
1,263,33809,SentenceTransformerS
1,264,32634,SentenceTransformerS
1,265,22149,SentenceTransformerS
1,266,20632,SentenceTransformerS
1,267,18915,SentenceTransformerS
1,268,31099,SentenceTransformerS
1,269,67014,SentenceTransformerS
1,270,32993,SentenceTransformerS
1,271,13683,SentenceTransformerS
1,272,57659,SentenceTransformerS
1,273,16323,SentenceTransformerS
1,274,34259,SentenceTransformerS
1,275,32965,SentenceTransformerS
1,276,11681,SentenceTransformerS
1,277,29394,SentenceTransformerS
1,278,29371,SentenceTransformerS
1,279,16100,SentenceTransformerS
1,280,17993,SentenceTransformerS
1,281,21271,SentenceTransformerS
1,282,91435,SentenceTransformerS
1,283,19431,SentenceTransformerS
1,284,25634,SentenceTransformerS
1,285,32951,SentenceTransformerS
1,286,21076,SentenceTransformerS
1,287,21164,SentenceTransformerS
1,288,108867,SentenceTransformerS
1,289,5526,SentenceTransformerS
1,290,31673,SentenceTransformerS
1,291,20482,SentenceTransformerS
1,292,17224,SentenceTransformerS
1,293,34940,SentenceTransformerS
1,294,29349,SentenceTransformerS
1,295,25231,SentenceTransformerS
1,296,13628,SentenceTransformerS
1,297,20510,SentenceTransformerS
1,298,36253,SentenceTransformerS
1,299,33094,SentenceTransformerS
1,300,432,SentenceTransformerS
1,301,14486,SentenceTransformerS
1,302,31120,SentenceTransformerS
1,303,18016,SentenceTransformerS
1,304,33878,SentenceTransformerS
1,305,28052,SentenceTransformerS
1,306,31689,SentenceTransformerS
1,307,31590,SentenceTransformerS
1,308,21876,SentenceTransformerS
1,309,21830,SentenceTransformerS
1,310,53417,SentenceTransformerS
1,311,21826,SentenceTransformerS
1,312,22797,SentenceTransformerS
1,313,31627,SentenceTransformerS
1,314,20531,SentenceTransformerS
1,315,32960,SentenceTransformerS
1,316,20555,SentenceTransformerS
1,317,20599,SentenceTransformerS
1,318,34135,SentenceTransformerS
1,319,31589,SentenceTransformerS
1,320,34193,SentenceTransformerS
1,321,37550,SentenceTransformerS
1,322,20610,SentenceTransformerS
1,323,32945,SentenceTransformerS
1,324,34320,SentenceTransformerS
1,325,11680,SentenceTransformerS
1,326,18910,SentenceTransformerS
1,327,15651,SentenceTransformerS
1,328,8832,SentenceTransformerS
1,329,22118,SentenceTransformerS
1,330,12154,SentenceTransformerS
1,331,71048,SentenceTransformerS
1,332,20629,SentenceTransformerS
1,333,17333,SentenceTransformerS
1,334,20982,SentenceTransformerS
1,335,19385,SentenceTransformerS
1,336,31646,SentenceTransformerS
1,337,17881,SentenceTransformerS
1,338,11644,SentenceTransformerS
1,339,22107,SentenceTransformerS
1,340,17233,SentenceTransformerS
1,341,24677,SentenceTransformerS
1,342,14473,SentenceTransformerS
1,343,31659,SentenceTransformerS
1,344,33918,SentenceTransformerS
1,345,53841,SentenceTransformerS
1,346,16152,SentenceTransformerS
1,347,14560,SentenceTransformerS
1,348,21799,SentenceTransformerS
1,349,50537,SentenceTransformerS
1,350,32618,SentenceTransformerS
1,351,31642,SentenceTransformerS
1,352,34340,SentenceTransformerS
1,353,2983,SentenceTransformerS
1,354,36742,SentenceTransformerS
1,355,32669,SentenceTransformerS
1,356,31679,SentenceTransformerS
1,357,17965,SentenceTransformerS
1,358,143940,SentenceTransformerS
1,359,82565,SentenceTransformerS
1,360,13277,SentenceTransformerS
1,361,31556,SentenceTransformerS
1,362,31678,SentenceTransformerS
1,363,2429,SentenceTransformerS
1,364,4825,SentenceTransformerS
1,365,34209,SentenceTransformerS
1,366,21931,SentenceTransformerS
1,367,22170,SentenceTransformerS
1,368,22972,SentenceTransformerS
1,369,29667,SentenceTransformerS
1,370,21093,SentenceTransformerS
1,371,43654,SentenceTransformerS
1,372,18956,SentenceTransformerS
1,373,21865,SentenceTransformerS
1,374,100887,SentenceTransformerS
1,375,11626,SentenceTransformerS
1,376,17068,SentenceTransformerS
1,377,18391,SentenceTransformerS
1,378,31664,SentenceTransformerS
1,379,17232,SentenceTransformerS
1,380,18950,SentenceTransformerS
1,381,133138,SentenceTransformerS
1,382,21890,SentenceTransformerS
1,383,20931,SentenceTransformerS
1,384,33928,SentenceTransformerS
1,385,17229,SentenceTransformerS
1,386,22786,SentenceTransformerS
1,387,20861,SentenceTransformerS
1,388,16904,SentenceTransformerS
1,389,25710,SentenceTransformerS
1,390,4263,SentenceTransformerS
1,391,18435,SentenceTransformerS
1,392,18888,SentenceTransformerS
1,393,19709,SentenceTransformerS
1,394,31639,SentenceTransformerS
1,395,20582,SentenceTransformerS
1,396,109575,SentenceTransformerS
1,397,18339,SentenceTransformerS
1,398,31064,SentenceTransformerS
1,399,18347,SentenceTransformerS
1,400,7425,SentenceTransformerS
1,401,18344,SentenceTransformerS
1,402,31057,SentenceTransformerS
1,403,18205,SentenceTransformerS
1,404,31106,SentenceTransformerS
1,405,71850,SentenceTransformerS
1,406,21866,SentenceTransformerS
1,407,21081,SentenceTransformerS
1,408,14920,SentenceTransformerS
1,409,14563,SentenceTransformerS
1,410,33906,SentenceTransformerS
1,411,20617,SentenceTransformerS
1,412,31123,SentenceTransformerS
1,413,53640,SentenceTransformerS
1,414,21884,SentenceTransformerS
1,415,21886,SentenceTransformerS
1,416,19394,SentenceTransformerS
1,417,31230,SentenceTransformerS
1,418,17207,SentenceTransformerS
1,419,18377,SentenceTransformerS
1,420,22829,SentenceTransformerS
1,421,22818,SentenceTransformerS
1,422,14910,SentenceTransformerS
1,423,15715,SentenceTransformerS
1,424,20913,SentenceTransformerS
1,425,72502,SentenceTransformerS
1,426,46040,SentenceTransformerS
1,427,95375,SentenceTransformerS
1,428,31615,SentenceTransformerS
1,429,22126,SentenceTransformerS
1,430,22790,SentenceTransformerS
1,431,17171,SentenceTransformerS
1,432,70578,SentenceTransformerS
1,433,17454,SentenceTransformerS
1,434,25440,SentenceTransformerS
1,435,32608,SentenceTransformerS
1,436,42439,SentenceTransformerS
1,437,34197,SentenceTransformerS
1,438,18252,SentenceTransformerS
1,439,66108,SentenceTransformerS
1,440,123820,SentenceTransformerS
1,441,43864,SentenceTransformerS
1,442,20563,SentenceTransformerS
1,443,33083,SentenceTransformerS
1,444,18506,SentenceTransformerS
1,445,21790,SentenceTransformerS
1,446,32911,SentenceTransformerS
1,447,14839,SentenceTransformerS
1,448,33907,SentenceTransformerS
1,449,33099,SentenceTransformerS
1,450,29969,SentenceTransformerS
1,451,21851,SentenceTransformerS
1,452,66591,SentenceTransformerS
1,453,18022,SentenceTransformerS
1,454,21280,SentenceTransformerS
1,455,17914,SentenceTransformerS
1,456,18388,SentenceTransformerS
1,457,13875,SentenceTransformerS
1,458,15750,SentenceTransformerS
1,459,17320,SentenceTransformerS
1,460,63880,SentenceTransformerS
1,461,20990,SentenceTransformerS
1,462,16317,SentenceTransformerS
1,463,40777,SentenceTransformerS
1,464,20477,SentenceTransformerS
1,465,3113,SentenceTransformerS
1,466,148113,SentenceTransformerS
1,467,21035,SentenceTransformerS
1,468,22105,SentenceTransformerS
1,469,18841,SentenceTransformerS
1,470,18842,SentenceTransformerS
1,471,15177,SentenceTransformerS
1,472,31549,SentenceTransformerS
1,473,18851,SentenceTransformerS
1,474,135699,SentenceTransformerS
1,475,20894,SentenceTransformerS
1,476,14275,SentenceTransformerS
1,477,21870,SentenceTransformerS
1,478,21087,SentenceTransformerS
1,479,18075,SentenceTransformerS
1,480,35917,SentenceTransformerS
1,481,20882,SentenceTransformerS
1,482,21198,SentenceTransformerS
1,483,18886,SentenceTransformerS
1,484,65954,SentenceTransformerS
1,485,90345,SentenceTransformerS
1,486,11621,SentenceTransformerS
1,487,17125,SentenceTransformerS
1,488,21915,SentenceTransformerS
1,489,18066,SentenceTransformerS
1,490,39805,SentenceTransformerS
1,491,147560,SentenceTransformerS
1,492,20975,SentenceTransformerS
1,493,17091,SentenceTransformerS
1,494,33788,SentenceTransformerS
1,495,22121,SentenceTransformerS
1,496,15197,SentenceTransformerS
1,497,21900,SentenceTransformerS
1,498,20526,SentenceTransformerS
1,499,42412,SentenceTransformerS
1,500,8059,SentenceTransformerS
2,1,92532,SentenceTransformerS
2,2,132572,SentenceTransformerS
2,3,15382,SentenceTransformerS
2,4,149562,SentenceTransformerS
2,5,29275,SentenceTransformerS
2,6,68267,SentenceTransformerS
2,7,16117,SentenceTransformerS
2,8,29899,SentenceTransformerS
2,9,35305,SentenceTransformerS
2,10,34639,SentenceTransformerS
2,11,14052,SentenceTransformerS
2,12,34942,SentenceTransformerS
2,13,32553,SentenceTransformerS
2,14,18069,SentenceTransformerS
2,15,33711,SentenceTransformerS
2,16,32433,SentenceTransformerS
2,17,29620,SentenceTransformerS
2,18,17818,SentenceTransformerS
2,19,16114,SentenceTransformerS
2,20,15393,SentenceTransformerS
2,21,102835,SentenceTransformerS
2,22,32867,SentenceTransformerS
2,23,32882,SentenceTransformerS
2,24,18383,SentenceTransformerS
2,25,33679,SentenceTransformerS
2,26,15813,SentenceTransformerS
2,27,34395,SentenceTransformerS
2,28,17856,SentenceTransformerS
2,29,58132,SentenceTransformerS
2,30,44889,SentenceTransformerS
2,31,14998,SentenceTransformerS
2,32,32554,SentenceTransformerS
2,33,19726,SentenceTransformerS
